num_ordre;ref_matiere;quantite_prevue;quantite_utilisee;unite
OF-2023-0634;FIL-001;4.2;4.2;bobine
OF-2023-0634;MAS-001;11.3;11.3;L
OF-2024-0635;BOIS-001;5.2;5.2;m3
OF-2024-0635;ALU-001;31.5;31.5;m2
OF-2024-0635;VIS-001;539.3;539.3;piece
OF-2024-0635;ETR-001;16.1;16.1;m
OF-2024-0635;PEI-001;32.1;32.1;L
OF-2023-0636;ALU-001;16.8;0.0;m2
OF-2023-0636;VIS-001;151.1;0.0;piece
OF-2023-0636;ETR-001;13.3;0.0;m
OF-2023-0636;PEI-001;14.0;0.0;L
OF-2025-0637;BOIS-002;4.8;4.8;m2
OF-2025-0637;ALU-001;12.6;12.6;m2
OF-2025-0637;VIS-001;228.7;228.7;piece
OF-2025-0637;MAS-001;8.5;8.5;L
OF-2025-0638;CAR-001;3.1;3.1;m2
OF-2025-0638;VIS-001;64.7;64.7;piece
OF-2025-0638;FIL-001;3.5;3.5;bobine
OF-2023-0639;BOIS-001;2.6;2.6;m3
OF-2023-0639;RES-001;9.7;9.7;L
OF-2023-0639;VIS-001;133.5;133.5;piece
OF-2023-0639;PEI-001;7.5;7.5;L
OF-2023-0640;BOIS-002;3.0;3.0;m2
OF-2023-0640;RES-001;5.1;5.1;L
OF-2023-0640;VIS-001;95.3;95.3;piece
OF-2023-0641;ALU-001;11.8;2.0;m2
OF-2023-0641;VIS-001;198.5;34.2;piece
OF-2023-0641;FIL-001;5.0;0.9;bobine
OF-2023-0641;PEI-001;9.7;1.7;L
OF-2024-0642;BOIS-001;6.8;6.8;m3
OF-2024-0642;ALU-001;30.9;30.9;m2
OF-2024-0642;VIS-001;332.1;332.1;piece
OF-2024-0642;ETR-001;34.1;34.1;m
OF-2024-0642;PEI-001;44.6;44.6;L
OF-2024-0643;BOIS-001;3.3;3.3;m3
OF-2024-0643;RES-001;12.9;12.9;L
OF-2024-0643;VIS-001;153.2;153.2;piece
OF-2024-0643;PEI-001;19.4;19.4;L
OF-2023-0644;ALU-001;24.1;24.1;m2
OF-2023-0644;VIS-001;267.6;267.6;piece
OF-2023-0644;ETR-001;19.7;19.7;m
OF-2023-0644;PEI-001;13.8;13.8;L
OF-2025-0645;BOIS-002;7.4;3.3;m2
OF-2025-0645;ALU-001;26.3;11.8;m2
OF-2025-0645;CAR-001;4.8;2.2;m2
OF-2025-0645;VIS-001;486.5;219.0;piece
OF-2026-0646;CAR-001;5.3;5.3;m2
OF-2026-0646;VIS-001;138.8;138.8;piece
OF-2026-0646;FIL-001;4.5;4.5;bobine
OF-2026-0646;MAS-001;15.1;15.1;L
OF-2026-0647;BOIS-001;6.9;6.9;m3
OF-2026-0647;ALU-001;44.3;44.3;m2
OF-2026-0647;VIS-001;499.9;499.9;piece
OF-2026-0647;ETR-001;24.2;24.2;m
OF-2026-0647;PEI-001;33.1;33.1;L
OF-2024-0648;ALU-001;18.8;18.8;m2
OF-2024-0648;VIS-001;238.4;238.4;piece
OF-2024-0648;ETR-001;14.5;14.5;m
OF-2024-0648;PEI-001;10.7;10.7;L
OF-2023-0649;BOIS-002;6.2;6.2;m2
OF-2023-0649;ALU-001;13.4;13.4;m2
OF-2023-0649;VIS-001;254.0;254.0;piece
OF-2023-0649;MAS-001;9.7;9.7;L
OF-2023-0650;CAR-001;2.6;2.6;m2
OF-2023-0650;VIS-001;87.3;87.3;piece
OF-2023-0650;FIL-001;3.4;3.4;bobine
OF-2024-0651;BOIS-001;2.4;2.4;m3
OF-2024-0651;RES-001;8.8;8.8;L
OF-2024-0651;VIS-001;80.6;80.6;piece
OF-2024-0651;PEI-001;8.9;8.9;L
OF-2024-0652;BOIS-002;4.4;4.4;m2
OF-2024-0652;RES-001;6.8;6.8;L
OF-2024-0652;VIS-001;107.4;107.4;piece
OF-2024-0653;ALU-001;13.3;0.0;m2
OF-2024-0653;VIS-001;128.9;0.0;piece
OF-2024-0653;FIL-001;4.2;0.0;bobine
OF-2024-0653;PEI-001;13.8;0.0;L
OF-2025-0654;BOIS-001;7.6;7.6;m3
OF-2025-0654;ALU-001;32.3;32.3;m2
OF-2025-0654;VIS-001;377.5;377.5;piece
OF-2025-0654;ETR-001;26.1;26.1;m
OF-2025-0654;PEI-001;47.5;47.5;L
OF-2024-0655;BOIS-001;2.7;2.7;m3
OF-2024-0655;RES-001;14.8;14.8;L
OF-2024-0655;VIS-001;170.7;170.7;piece
OF-2024-0655;PEI-001;18.8;18.8;L
OF-2024-0656;ALU-001;27.2;27.2;m2
OF-2024-0656;VIS-001;381.4;381.4;piece
OF-2024-0656;ETR-001;10.1;10.1;m
OF-2024-0656;PEI-001;19.1;19.1;L
OF-2025-0657;BOIS-002;6.9;6.9;m2
OF-2025-0657;ALU-001;25.9;25.9;m2
OF-2025-0657;CAR-001;5.0;5.0;m2
OF-2025-0657;VIS-001;465.8;465.8;piece
OF-2025-0658;CAR-001;3.8;3.8;m2
OF-2025-0658;VIS-001;80.6;80.6;piece
OF-2025-0658;FIL-001;4.6;4.6;bobine
OF-2025-0658;MAS-001;11.2;11.2;L
OF-2024-0659;BOIS-001;4.2;4.2;m3
OF-2024-0659;ALU-001;44.8;44.8;m2
OF-2024-0659;VIS-001;509.8;509.8;piece
OF-2024-0659;ETR-001;17.1;17.1;m
OF-2024-0659;PEI-001;27.0;27.0;L
OF-2024-0660;ALU-001;19.6;19.6;m2
OF-2024-0660;VIS-001;193.9;193.9;piece
OF-2024-0660;ETR-001;13.6;13.6;m
OF-2024-0660;PEI-001;10.6;10.6;L
OF-2023-0661;BOIS-002;4.2;4.2;m2
OF-2023-0661;ALU-001;16.2;16.2;m2
OF-2023-0661;VIS-001;219.3;219.3;piece
OF-2023-0661;MAS-001;8.3;8.3;L
OF-2026-0662;CAR-001;2.5;2.5;m2
OF-2026-0662;VIS-001;76.4;76.4;piece
OF-2026-0662;FIL-001;3.3;3.3;bobine
OF-2024-0663;BOIS-001;2.5;2.5;m3
OF-2024-0663;RES-001;11.6;11.6;L
OF-2024-0663;VIS-001;98.0;98.0;piece
OF-2024-0663;PEI-001;6.5;6.5;L
OF-2023-0664;BOIS-002;4.0;0.0;m2
OF-2023-0664;RES-001;5.4;0.0;L
OF-2023-0664;VIS-001;72.7;0.0;piece
OF-2024-0665;ALU-001;14.1;14.1;m2
OF-2024-0665;VIS-001;159.7;159.7;piece
OF-2024-0665;FIL-001;4.1;4.1;bobine
OF-2024-0665;PEI-001;9.0;9.0;L
OF-2026-0666;BOIS-001;6.2;4.6;m3
OF-2026-0666;ALU-001;25.2;18.8;m2
OF-2026-0666;VIS-001;493.9;367.6;piece
OF-2026-0666;ETR-001;26.1;19.4;m
OF-2026-0666;PEI-001;46.2;34.4;L
OF-2024-0667;BOIS-001;2.9;2.9;m3
OF-2024-0667;RES-001;10.1;10.1;L
OF-2024-0667;VIS-001;279.6;279.6;piece
OF-2024-0667;PEI-001;16.5;16.5;L
OF-2025-0668;ALU-001;20.3;20.3;m2
OF-2025-0668;VIS-001;398.9;398.9;piece
OF-2025-0668;ETR-001;13.7;13.7;m
OF-2025-0668;PEI-001;13.7;13.7;L
OF-2023-0669;BOIS-002;7.8;7.8;m2
OF-2023-0669;ALU-001;30.2;30.2;m2
OF-2023-0669;CAR-001;6.5;6.5;m2
OF-2023-0669;VIS-001;318.0;318.0;piece
OF-2026-0670;CAR-001;4.0;4.0;m2
OF-2026-0670;VIS-001;110.8;110.8;piece
OF-2026-0670;FIL-001;3.2;3.2;bobine
OF-2026-0670;MAS-001;11.3;11.3;L
OF-2024-0671;BOIS-001;5.8;5.8;m3
OF-2024-0671;ALU-001;36.2;36.2;m2
OF-2024-0671;VIS-001;491.8;491.8;piece
OF-2024-0671;ETR-001;15.8;15.8;m
OF-2024-0671;PEI-001;30.6;30.6;L
OF-2024-0672;ALU-001;18.9;18.9;m2
OF-2024-0672;VIS-001;248.4;248.4;piece
OF-2024-0672;ETR-001;11.7;11.7;m
OF-2024-0672;PEI-001;8.4;8.4;L
OF-2026-0673;BOIS-002;5.7;5.7;m2
OF-2026-0673;ALU-001;17.4;17.4;m2
OF-2026-0673;VIS-001;189.0;189.0;piece
OF-2026-0673;MAS-001;13.0;13.0;L
OF-2024-0674;CAR-001;3.1;3.1;m2
OF-2024-0674;VIS-001;71.7;71.7;piece
OF-2024-0674;FIL-001;2.6;2.6;bobine
OF-2026-0675;BOIS-001;2.3;2.3;m3
OF-2026-0675;RES-001;6.0;6.0;L
OF-2026-0675;VIS-001;134.9;134.9;piece
OF-2026-0675;PEI-001;6.3;6.3;L
OF-2024-0676;BOIS-002;5.4;5.4;m2
OF-2024-0676;RES-001;4.4;4.4;L
OF-2024-0676;VIS-001;75.9;75.9;piece
OF-2023-0677;ALU-001;12.2;1.0;m2
OF-2023-0677;VIS-001;143.2;12.2;piece
OF-2023-0677;FIL-001;2.7;0.2;bobine
OF-2023-0677;PEI-001;9.3;0.8;L
OF-2024-0678;BOIS-001;5.6;1.4;m3
OF-2024-0678;ALU-001;40.0;10.2;m2
OF-2024-0678;VIS-001;381.0;97.6;piece
OF-2024-0678;ETR-001;23.9;6.1;m
OF-2024-0678;PEI-001;33.7;8.6;L
OF-2024-0679;BOIS-001;3.9;3.9;m3
OF-2024-0679;RES-001;14.3;14.3;L
OF-2024-0679;VIS-001;219.0;219.0;piece
OF-2024-0679;PEI-001;21.2;21.2;L
OF-2024-0680;ALU-001;28.8;28.8;m2
OF-2024-0680;VIS-001;324.4;324.4;piece
OF-2024-0680;ETR-001;17.1;17.1;m
OF-2024-0680;PEI-001;12.2;12.2;L
OF-2025-0681;BOIS-002;8.7;2.7;m2
OF-2025-0681;ALU-001;20.3;6.4;m2
OF-2025-0681;CAR-001;4.4;1.4;m2
OF-2025-0681;VIS-001;437.7;137.9;piece
OF-2023-0682;CAR-001;5.3;5.3;m2
OF-2023-0682;VIS-001;92.3;92.3;piece
OF-2023-0682;FIL-001;3.8;3.8;bobine
OF-2023-0682;MAS-001;11.4;11.4;L
OF-2024-0683;BOIS-001;6.7;6.7;m3
OF-2024-0683;ALU-001;30.2;30.2;m2
OF-2024-0683;VIS-001;518.2;518.2;piece
OF-2024-0683;ETR-001;20.0;20.0;m
OF-2024-0683;PEI-001;29.8;29.8;L
OF-2023-0684;ALU-001;21.0;21.0;m2
OF-2023-0684;VIS-001;127.5;127.5;piece
OF-2023-0684;ETR-001;15.4;15.4;m
OF-2023-0684;PEI-001;10.3;10.3;L
OF-2023-0685;BOIS-002;4.1;4.1;m2
OF-2023-0685;ALU-001;17.2;17.2;m2
OF-2023-0685;VIS-001;201.1;201.1;piece
OF-2023-0685;MAS-001;10.0;10.0;L
OF-2024-0686;CAR-001;3.5;3.5;m2
OF-2024-0686;VIS-001;85.9;85.9;piece
OF-2024-0686;FIL-001;3.3;3.3;bobine
OF-2024-0687;BOIS-001;2.2;2.2;m3
OF-2024-0687;RES-001;7.2;7.2;L
OF-2024-0687;VIS-001;86.0;86.0;piece
OF-2024-0687;PEI-001;11.3;11.3;L
OF-2023-0688;BOIS-002;3.1;3.1;m2
OF-2023-0688;RES-001;7.2;7.2;L
OF-2023-0688;VIS-001;60.2;60.2;piece
OF-2025-0689;ALU-001;10.3;10.3;m2
OF-2025-0689;VIS-001;131.3;131.3;piece
OF-2025-0689;FIL-001;3.9;3.9;bobine
OF-2025-0689;PEI-001;13.6;13.6;L
OF-2024-0690;BOIS-001;6.9;0.0;m3
OF-2024-0690;ALU-001;36.9;0.0;m2
OF-2024-0690;VIS-001;359.5;0.0;piece
OF-2024-0690;ETR-001;20.8;0.0;m
OF-2024-0690;PEI-001;48.0;0.0;L
OF-2024-0691;BOIS-001;3.6;3.6;m3
OF-2024-0691;RES-001;10.6;10.6;L
OF-2024-0691;VIS-001;175.1;175.1;piece
OF-2024-0691;PEI-001;19.5;19.5;L
OF-2024-0692;ALU-001;27.5;27.5;m2
OF-2024-0692;VIS-001;202.8;202.8;piece
OF-2024-0692;ETR-001;10.4;10.4;m
OF-2024-0692;PEI-001;17.1;17.1;L
OF-2024-0693;BOIS-002;9.5;9.5;m2
OF-2024-0693;ALU-001;31.9;31.9;m2
OF-2024-0693;CAR-001;7.8;7.8;m2
OF-2024-0693;VIS-001;445.8;445.8;piece
OF-2024-0694;CAR-001;4.8;4.8;m2
OF-2024-0694;VIS-001;125.2;125.2;piece
OF-2024-0694;FIL-001;3.6;3.6;bobine
OF-2024-0694;MAS-001;15.2;15.2;L
OF-2024-0695;BOIS-001;4.8;0.7;m3
OF-2024-0695;ALU-001;48.3;7.5;m2
OF-2024-0695;VIS-001;476.5;73.6;piece
OF-2024-0695;ETR-001;15.5;2.4;m
OF-2024-0695;PEI-001;36.1;5.6;L
OF-2025-0696;ALU-001;13.4;13.4;m2
OF-2025-0696;VIS-001;174.2;174.2;piece
OF-2025-0696;ETR-001;15.0;15.0;m
OF-2025-0696;PEI-001;10.1;10.1;L
OF-2024-0697;BOIS-002;7.6;7.6;m2
OF-2024-0697;ALU-001;11.0;11.0;m2
OF-2024-0697;VIS-001;163.1;163.1;piece
OF-2024-0697;MAS-001;13.0;13.0;L
OF-2023-0698;CAR-001;3.9;2.8;m2
OF-2023-0698;VIS-001;73.7;52.5;piece
OF-2023-0698;FIL-001;2.0;1.4;bobine
OF-2023-0699;BOIS-001;2.6;2.6;m3
OF-2023-0699;RES-001;11.9;11.9;L
OF-2023-0699;VIS-001;150.1;150.1;piece
OF-2023-0699;PEI-001;6.8;6.8;L
OF-2024-0700;BOIS-002;3.9;0.0;m2
OF-2024-0700;RES-001;7.3;0.0;L
OF-2024-0700;VIS-001;115.7;0.0;piece
OF-2024-0701;ALU-001;8.4;8.4;m2
OF-2024-0701;VIS-001;151.3;151.3;piece
OF-2024-0701;FIL-001;3.5;3.5;bobine
OF-2024-0701;PEI-001;9.0;9.0;L
OF-2024-0702;BOIS-001;6.0;6.0;m3
OF-2024-0702;ALU-001;33.2;33.2;m2
OF-2024-0702;VIS-001;469.6;469.6;piece
OF-2024-0702;ETR-001;21.0;21.0;m
OF-2024-0702;PEI-001;40.4;40.4;L
OF-2025-0703;BOIS-001;2.8;2.0;m3
OF-2025-0703;RES-001;11.3;7.9;L
OF-2025-0703;VIS-001;296.9;208.0;piece
OF-2025-0703;PEI-001;21.0;14.7;L
OF-2024-0704;ALU-001;25.3;25.3;m2
OF-2024-0704;VIS-001;324.7;324.7;piece
OF-2024-0704;ETR-001;15.7;15.7;m
OF-2024-0704;PEI-001;18.0;18.0;L
OF-2024-0705;BOIS-002;9.4;0.0;m2
OF-2024-0705;ALU-001;32.9;0.0;m2
OF-2024-0705;CAR-001;5.8;0.0;m2
OF-2024-0705;VIS-001;340.3;0.0;piece
OF-2023-0706;CAR-001;4.3;4.3;m2
OF-2023-0706;VIS-001;106.9;106.9;piece
OF-2023-0706;FIL-001;3.4;3.4;bobine
OF-2023-0706;MAS-001;11.0;11.0;L
OF-2025-0707;BOIS-001;6.9;6.9;m3
OF-2025-0707;ALU-001;36.6;36.6;m2
OF-2025-0707;VIS-001;516.4;516.4;piece
OF-2025-0707;ETR-001;22.8;22.8;m
OF-2025-0707;PEI-001;31.0;31.0;L
OF-2025-0708;ALU-001;21.9;21.9;m2
OF-2025-0708;VIS-001;142.4;142.4;piece
OF-2025-0708;ETR-001;11.8;11.8;m
OF-2025-0708;PEI-001;9.9;9.9;L
OF-2023-0709;BOIS-002;6.1;6.1;m2
OF-2023-0709;ALU-001;18.1;18.1;m2
OF-2023-0709;VIS-001;255.1;255.1;piece
OF-2023-0709;MAS-001;14.0;14.0;L
OF-2024-0710;CAR-001;2.8;0.0;m2
OF-2024-0710;VIS-001;81.2;0.0;piece
OF-2024-0710;FIL-001;2.7;0.0;bobine
OF-2024-0711;BOIS-001;1.6;1.6;m3
OF-2024-0711;RES-001;9.1;9.1;L
OF-2024-0711;VIS-001;128.9;128.9;piece
OF-2024-0711;PEI-001;11.6;11.6;L
OF-2023-0712;BOIS-002;5.7;5.7;m2
OF-2023-0712;RES-001;8.0;8.0;L
OF-2023-0712;VIS-001;61.0;61.0;piece
OF-2024-0713;ALU-001;11.2;11.2;m2
OF-2024-0713;VIS-001;195.8;195.8;piece
OF-2024-0713;FIL-001;3.2;3.2;bobine
OF-2024-0713;PEI-001;8.3;8.3;L
OF-2024-0714;BOIS-001;5.2;5.2;m3
OF-2024-0714;ALU-001;25.7;25.7;m2
OF-2024-0714;VIS-001;438.7;438.7;piece
OF-2024-0714;ETR-001;31.0;31.0;m
OF-2024-0714;PEI-001;40.8;40.8;L
OF-2024-0715;BOIS-001;2.4;2.4;m3
OF-2024-0715;RES-001;12.7;12.7;L
OF-2024-0715;VIS-001;151.8;151.8;piece
OF-2024-0715;PEI-001;22.7;22.7;L
OF-2023-0716;ALU-001;17.0;0.0;m2
OF-2023-0716;VIS-001;254.5;0.0;piece
OF-2023-0716;ETR-001;19.9;0.0;m
OF-2023-0716;PEI-001;15.6;0.0;L
OF-2023-0717;BOIS-002;8.1;8.1;m2
OF-2023-0717;ALU-001;24.5;24.5;m2
OF-2023-0717;CAR-001;7.7;7.7;m2
OF-2023-0717;VIS-001;392.8;392.8;piece
OF-2025-0718;CAR-001;6.0;6.0;m2
OF-2025-0718;VIS-001;148.2;148.2;piece
OF-2025-0718;FIL-001;3.0;3.0;bobine
OF-2025-0718;MAS-001;13.2;13.2;L
OF-2024-0719;BOIS-001;5.8;5.8;m3
OF-2024-0719;ALU-001;42.6;42.6;m2
OF-2024-0719;VIS-001;487.1;487.1;piece
OF-2024-0719;ETR-001;17.1;17.1;m
OF-2024-0719;PEI-001;39.7;39.7;L
OF-2023-0720;ALU-001;13.5;13.5;m2
OF-2023-0720;VIS-001;233.3;233.3;piece
OF-2023-0720;ETR-001;14.9;14.9;m
OF-2023-0720;PEI-001;13.6;13.6;L
OF-2023-0721;BOIS-002;6.1;6.1;m2
OF-2023-0721;ALU-001;16.1;16.1;m2
OF-2023-0721;VIS-001;263.2;263.2;piece
OF-2023-0721;MAS-001;11.3;11.3;L
OF-2024-0722;CAR-001;3.1;3.1;m2
OF-2024-0722;VIS-001;86.4;86.4;piece
OF-2024-0722;FIL-001;2.9;2.9;bobine
OF-2024-0723;BOIS-001;2.4;2.4;m3
OF-2024-0723;RES-001;11.7;11.7;L
OF-2024-0723;VIS-001;89.1;89.1;piece
OF-2024-0723;PEI-001;7.9;7.9;L
OF-2025-0724;BOIS-002;3.0;3.0;m2
OF-2025-0724;RES-001;6.1;6.1;L
OF-2025-0724;VIS-001;103.4;103.4;piece
OF-2025-0725;ALU-001;12.0;1.6;m2
OF-2025-0725;VIS-001;115.9;15.3;piece
OF-2025-0725;FIL-001;3.9;0.5;bobine
OF-2025-0725;PEI-001;9.5;1.3;L
OF-2025-0726;BOIS-001;7.1;7.1;m3
OF-2025-0726;ALU-001;36.4;36.4;m2
OF-2025-0726;VIS-001;333.1;333.1;piece
OF-2025-0726;ETR-001;26.3;26.3;m
OF-2025-0726;PEI-001;39.6;39.6;L
OF-2024-0727;BOIS-001;2.8;2.8;m3
OF-2024-0727;RES-001;9.3;9.3;L
OF-2024-0727;VIS-001;238.6;238.6;piece
OF-2024-0727;PEI-001;21.6;21.6;L
OF-2023-0728;ALU-001;23.1;23.1;m2
OF-2023-0728;VIS-001;229.9;229.9;piece
OF-2023-0728;ETR-001;17.8;17.8;m
OF-2023-0728;PEI-001;18.9;18.9;L
OF-2025-0729;BOIS-002;8.5;8.5;m2
OF-2025-0729;ALU-001;28.9;28.9;m2
OF-2025-0729;CAR-001;4.1;4.1;m2
OF-2025-0729;VIS-001;384.1;384.1;piece
OF-2024-0730;CAR-001;3.7;3.7;m2
OF-2024-0730;VIS-001;113.2;113.2;piece
OF-2024-0730;FIL-001;4.4;4.4;bobine
OF-2024-0730;MAS-001;15.0;15.0;L
OF-2023-0731;BOIS-001;6.0;6.0;m3
OF-2023-0731;ALU-001;41.5;41.5;m2
OF-2023-0731;VIS-001;359.0;359.0;piece
OF-2023-0731;ETR-001;27.2;27.2;m
OF-2023-0731;PEI-001;36.4;36.4;L
OF-2025-0732;ALU-001;18.7;18.7;m2
OF-2025-0732;VIS-001;191.8;191.8;piece
OF-2025-0732;ETR-001;14.5;14.5;m
OF-2025-0732;PEI-001;14.9;14.9;L
OF-2025-0733;BOIS-002;5.7;0.0;m2
OF-2025-0733;ALU-001;13.1;0.0;m2
OF-2025-0733;VIS-001;176.3;0.0;piece
OF-2025-0733;MAS-001;11.7;0.0;L
OF-2023-0734;CAR-001;3.0;3.0;m2
OF-2023-0734;VIS-001;81.2;81.2;piece
OF-2023-0734;FIL-001;2.1;2.1;bobine
OF-2026-0735;BOIS-001;3.0;2.1;m3
OF-2026-0735;RES-001;10.6;7.4;L
OF-2026-0735;VIS-001;130.2;90.7;piece
OF-2026-0735;PEI-001;7.0;4.9;L
OF-2024-0736;BOIS-002;3.6;3.6;m2
OF-2024-0736;RES-001;4.1;4.1;L
OF-2024-0736;VIS-001;69.3;69.3;piece
OF-2023-0737;ALU-001;9.1;0.0;m2
OF-2023-0737;VIS-001;159.4;0.0;piece
OF-2023-0737;FIL-001;4.0;0.0;bobine
OF-2023-0737;PEI-001;9.3;0.0;L
OF-2023-0738;BOIS-001;5.5;0.0;m3
OF-2023-0738;ALU-001;33.5;0.0;m2
OF-2023-0738;VIS-001;457.8;0.0;piece
OF-2023-0738;ETR-001;27.8;0.0;m
OF-2023-0738;PEI-001;37.7;0.0;L
OF-2023-0739;BOIS-001;2.0;2.0;m3
OF-2023-0739;RES-001;10.8;10.8;L
OF-2023-0739;VIS-001;257.3;257.3;piece
OF-2023-0739;PEI-001;23.5;23.5;L
OF-2023-0740;ALU-001;18.3;18.3;m2
OF-2023-0740;VIS-001;355.9;355.9;piece
OF-2023-0740;ETR-001;15.9;15.9;m
OF-2023-0740;PEI-001;11.4;11.4;L
OF-2024-0741;BOIS-002;8.4;8.4;m2
OF-2024-0741;ALU-001;26.8;26.8;m2
OF-2024-0741;CAR-001;4.2;4.2;m2
OF-2024-0741;VIS-001;442.8;442.8;piece
OF-2023-0742;CAR-001;4.5;4.5;m2
OF-2023-0742;VIS-001;109.0;109.0;piece
OF-2023-0742;FIL-001;4.6;4.6;bobine
OF-2023-0742;MAS-001;17.3;17.3;L
OF-2024-0743;BOIS-001;4.0;4.0;m3
OF-2024-0743;ALU-001;39.7;39.7;m2
OF-2024-0743;VIS-001;409.0;409.0;piece
OF-2024-0743;ETR-001;16.5;16.5;m
OF-2024-0743;PEI-001;27.6;27.6;L
OF-2024-0744;ALU-001;18.3;18.3;m2
OF-2024-0744;VIS-001;208.6;208.6;piece
OF-2024-0744;ETR-001;14.1;14.1;m
OF-2024-0744;PEI-001;11.1;11.1;L
OF-2023-0745;BOIS-002;6.5;6.5;m2
OF-2023-0745;ALU-001;16.8;16.8;m2
OF-2023-0745;VIS-001;246.1;246.1;piece
OF-2023-0745;MAS-001;11.6;11.6;L
OF-2024-0746;CAR-001;4.0;4.0;m2
OF-2024-0746;VIS-001;92.2;92.2;piece
OF-2024-0746;FIL-001;2.2;2.2;bobine
OF-2023-0747;BOIS-001;2.9;2.9;m3
OF-2023-0747;RES-001;9.9;9.9;L
OF-2023-0747;VIS-001;136.1;136.1;piece
OF-2023-0747;PEI-001;10.5;10.5;L
OF-2024-0748;BOIS-002;4.6;2.2;m2
OF-2024-0748;RES-001;5.8;2.7;L
OF-2024-0748;VIS-001;79.5;37.3;piece
OF-2025-0749;ALU-001;12.1;12.1;m2
OF-2025-0749;VIS-001;143.8;143.8;piece
OF-2025-0749;FIL-001;4.6;4.6;bobine
OF-2025-0749;PEI-001;12.3;12.3;L
OF-2023-0750;BOIS-001;6.1;6.1;m3
OF-2023-0750;ALU-001;32.7;32.7;m2
OF-2023-0750;VIS-001;352.7;352.7;piece
OF-2023-0750;ETR-001;34.6;34.6;m
OF-2023-0750;PEI-001;41.5;41.5;L
OF-2024-0751;BOIS-001;3.9;3.9;m3
OF-2024-0751;RES-001;13.7;13.7;L
OF-2024-0751;VIS-001;160.0;160.0;piece
OF-2024-0751;PEI-001;17.2;17.2;L
OF-2024-0752;ALU-001;22.6;20.6;m2
OF-2024-0752;VIS-001;241.7;220.1;piece
OF-2024-0752;ETR-001;11.2;10.2;m
OF-2024-0752;PEI-001;15.8;14.4;L
OF-2026-0753;BOIS-002;8.7;8.7;m2
OF-2026-0753;ALU-001;23.5;23.5;m2
OF-2026-0753;CAR-001;6.0;6.0;m2
OF-2026-0753;VIS-001;492.3;492.3;piece
OF-2024-0754;CAR-001;4.0;0.0;m2
OF-2024-0754;VIS-001;105.8;0.0;piece
OF-2024-0754;FIL-001;5.1;0.0;bobine
OF-2024-0754;MAS-001;13.0;0.0;L
OF-2024-0755;BOIS-001;4.3;4.3;m3
OF-2024-0755;ALU-001;47.1;47.1;m2
OF-2024-0755;VIS-001;534.1;534.1;piece
OF-2024-0755;ETR-001;16.0;16.0;m
OF-2024-0755;PEI-001;30.2;30.2;L
OF-2024-0756;ALU-001;12.2;12.2;m2
OF-2024-0756;VIS-001;180.7;180.7;piece
OF-2024-0756;ETR-001;9.7;9.7;m
OF-2024-0756;PEI-001;10.0;10.0;L
OF-2025-0757;BOIS-002;4.7;4.7;m2
OF-2025-0757;ALU-001;11.2;11.2;m2
OF-2025-0757;VIS-001;246.6;246.6;piece
OF-2025-0757;MAS-001;12.0;12.0;L
OF-2024-0758;CAR-001;2.8;0.6;m2
OF-2024-0758;VIS-001;86.5;19.0;piece
OF-2024-0758;FIL-001;2.7;0.6;bobine
OF-2024-0759;BOIS-001;2.3;2.3;m3
OF-2024-0759;RES-001;6.4;6.4;L
OF-2024-0759;VIS-001;146.7;146.7;piece
OF-2024-0759;PEI-001;7.7;7.7;L
OF-2023-0760;BOIS-002;4.2;4.2;m2
OF-2023-0760;RES-001;7.6;7.6;L
OF-2023-0760;VIS-001;102.3;102.3;piece
OF-2024-0761;ALU-001;10.0;10.0;m2
OF-2024-0761;VIS-001;173.6;173.6;piece
OF-2024-0761;FIL-001;2.4;2.4;bobine
OF-2024-0761;PEI-001;13.7;13.7;L
OF-2024-0762;BOIS-001;7.9;7.9;m3
OF-2024-0762;ALU-001;36.6;36.6;m2
OF-2024-0762;VIS-001;305.7;305.7;piece
OF-2024-0762;ETR-001;22.3;22.3;m
OF-2024-0762;PEI-001;49.2;49.2;L
OF-2025-0763;BOIS-001;2.2;2.2;m3
OF-2025-0763;RES-001;14.2;14.2;L
OF-2025-0763;VIS-001;212.3;212.3;piece
OF-2025-0763;PEI-001;19.5;19.5;L
OF-2023-0764;ALU-001;21.2;0.0;m2
OF-2023-0764;VIS-001;390.5;0.0;piece
OF-2023-0764;ETR-001;10.0;0.0;m
OF-2023-0764;PEI-001;20.0;0.0;L
OF-2025-0765;BOIS-002;6.5;6.5;m2
OF-2025-0765;ALU-001;32.7;32.7;m2
OF-2025-0765;CAR-001;4.5;4.5;m2
OF-2025-0765;VIS-001;436.0;436.0;piece
OF-2024-0766;CAR-001;5.7;5.7;m2
OF-2024-0766;VIS-001;94.6;94.6;piece
OF-2024-0766;FIL-001;4.3;4.3;bobine
OF-2024-0766;MAS-001;14.2;14.2;L
OF-2024-0767;BOIS-001;4.3;4.3;m3
OF-2024-0767;ALU-001;47.3;47.3;m2
OF-2024-0767;VIS-001;503.6;503.6;piece
OF-2024-0767;ETR-001;19.9;19.9;m
OF-2024-0767;PEI-001;34.5;34.5;L
OF-2024-0768;ALU-001;12.3;12.3;m2
OF-2024-0768;VIS-001;141.3;141.3;piece
OF-2024-0768;ETR-001;10.0;10.0;m
OF-2024-0768;PEI-001;14.0;14.0;L
OF-2023-0769;BOIS-002;5.7;5.7;m2
OF-2023-0769;ALU-001;13.1;13.1;m2
