num_ordre;num_commande;ref_bateau;date_creation;date_debut_prevue;date_fin_prevue;temps_production_estime_h;temps_production_reel_h;statut
OF-2024-1155;CMD-2024-1155;BAT-2024-1155;2024-12-03;2024-12-28;2025-02-17;410;410;TERMINE
OF-2023-1156;CMD-2024-1156;BAT-2023-1156;2023-06-16;2023-07-07;2023-07-23;128;128;TERMINE
OF-2025-1157;CMD-2024-1157;BAT-2025-1157;2022-07-10;2022-08-09;2022-10-10;498;498;TERMINE
OF-2024-1158;CMD-2025-1158;BAT-2024-1158;2025-09-08;2025-10-08;2025-12-07;483;0;TERMINE
OF-2025-1159;CMD-2025-1159;BAT-2025-1159;2023-11-11;2023-11-30;2023-12-29;232;232;TERMINE
OF-2024-1160;CMD-2025-1160;BAT-2024-1160;2024-12-12;2024-12-24;2025-01-03;81;81;TERMINE
OF-2025-1161;CMD-2024-1161;BAT-2025-1161;2024-05-24;2024-06-17;2024-08-04;385;385;TERMINE
OF-2025-1162;CMD-2023-1162;BAT-2025-1162;2023-07-25;2023-08-11;2023-09-18;304;304;TERMINE
OF-2026-1163;CMD-2023-1163;BAT-2026-1163;2023-11-17;2023-11-28;2023-12-18;161;161;TERMINE
OF-2025-1164;CMD-2023-1164;BAT-2025-1164;2025-05-13;2025-06-09;2025-07-09;242;0;TERMINE
OF-2023-1165;CMD-2025-1165;BAT-2023-1165;2025-12-16;2026-01-12;2026-02-28;378;0;TERMINE
OF-2023-1166;CMD-2023-1166;BAT-2023-1166;2025-08-28;2025-09-07;2025-11-19;584;0;TERMINE
OF-2025-1167;CMD-2023-1167;BAT-2025-1167;2023-10-14;2023-10-23;2023-12-17;446;446;TERMINE
OF-2025-1168;CMD-2023-1168;BAT-2025-1168;2023-05-02;2023-06-01;2023-06-12;88;88;TERMINE
OF-2024-1169;CMD-2024-1169;BAT-2024-1169;2022-05-05;2022-05-15;2022-07-14;485;485;TERMINE
OF-2024-1170;CMD-2026-1170;BAT-2024-1170;2022-12-20;2023-01-04;2023-02-01;228;228;TERMINE
OF-2024-1171;CMD-2025-1171;BAT-2024-1171;2024-09-09;2024-09-28;2024-11-29;500;500;TERMINE
OF-2023-1172;CMD-2024-1172;BAT-2023-1172;2022-06-19;2022-07-16;2022-09-28;598;598;TERMINE
OF-2023-1173;CMD-2025-1173;BAT-2023-1173;2022-05-28;2022-06-14;2022-07-22;304;304;TERMINE
OF-2026-1174;CMD-2025-1174;BAT-2026-1174;2022-08-02;2022-08-20;2022-10-10;414;414;TERMINE
OF-2025-1175;CMD-2023-1175;BAT-2025-1175;2022-03-25;2022-04-20;2022-06-24;527;527;TERMINE
OF-2026-1176;CMD-2023-1176;BAT-2026-1176;2022-10-06;2022-10-14;2022-12-05;420;420;TERMINE
OF-2023-1177;CMD-2025-1177;BAT-2023-1177;2022-08-08;2022-09-03;2022-10-02;236;236;TERMINE
OF-2025-1178;CMD-2025-1178;BAT-2025-1178;2022-03-29;2022-04-10;2022-04-30;167;167;TERMINE
OF-2024-1179;CMD-2025-1179;BAT-2024-1179;2025-02-14;2025-02-28;2025-03-12;100;100;TERMINE
OF-2024-1180;CMD-2024-1180;BAT-2024-1180;2024-03-02;2024-03-14;2024-05-16;506;506;TERMINE
OF-2024-1181;CMD-2024-1181;BAT-2024-1181;2023-08-14;2023-09-13;2023-11-12;484;484;TERMINE
OF-2025-1182;CMD-2025-1182;BAT-2025-1182;2022-06-18;2022-07-16;2022-08-07;182;182;TERMINE
OF-2024-1183;CMD-2024-1183;BAT-2024-1183;2022-07-16;2022-08-01;2022-09-01;249;249;TERMINE
OF-2024-1184;CMD-2025-1184;BAT-2024-1184;2024-11-30;2024-12-28;2025-02-07;330;330;TERMINE
OF-2025-1185;CMD-2023-1185;BAT-2025-1185;2023-10-16;2023-11-10;2023-11-24;117;117;TERMINE
OF-2024-1186;CMD-2024-1186;BAT-2024-1186;2025-07-31;2025-08-16;2025-09-23;307;0;TERMINE
OF-2024-1187;CMD-2025-1187;BAT-2024-1187;2022-10-16;2022-11-15;2022-11-25;82;82;TERMINE
OF-2024-1188;CMD-2025-1188;BAT-2024-1188;2023-09-04;2023-09-14;2023-11-07;434;434;TERMINE
OF-2023-1189;CMD-2025-1189;BAT-2023-1189;2022-08-13;2022-08-23;2022-10-14;421;421;TERMINE
OF-2024-1190;CMD-2025-1190;BAT-2024-1190;2023-05-08;2023-06-05;2023-06-24;153;153;TERMINE
OF-2025-1191;CMD-2024-1191;BAT-2025-1191;2024-08-17;2024-09-09;2024-11-01;424;424;TERMINE
OF-2026-1192;CMD-2024-1192;BAT-2026-1192;2023-09-25;2023-10-05;2023-12-04;482;482;TERMINE
OF-2025-1193;CMD-2023-1193;BAT-2025-1193;2022-11-07;2022-11-21;2022-12-19;228;228;TERMINE
OF-2025-1194;CMD-2023-1194;BAT-2025-1194;2024-09-22;2024-10-22;2024-12-09;388;388;TERMINE
OF-2024-1195;CMD-2025-1195;BAT-2024-1195;2025-07-10;2025-08-06;2025-08-31;200;115;EN_COURS
OF-2024-1196;CMD-2024-1196;BAT-2024-1196;2024-06-28;2024-07-05;2024-08-22;387;387;TERMINE
OF-2026-1197;CMD-2023-1197;BAT-2026-1197;2025-07-21;2025-08-19;2025-09-10;178;136;EN_COURS
OF-2024-1198;CMD-2024-1198;BAT-2024-1198;2023-08-19;2023-08-29;2023-10-22;437;437;TERMINE
OF-2024-1199;CMD-2024-1199;BAT-2024-1199;2024-02-03;2024-03-03;2024-05-03;492;492;TERMINE
OF-2026-1200;CMD-2024-1200;BAT-2026-1200;2023-12-14;2024-01-09;2024-01-22;111;111;TERMINE
OF-2024-1201;CMD-2024-1201;BAT-2024-1201;2025-03-22;2025-03-30;2025-06-10;580;0;TERMINE
OF-2023-1202;CMD-2023-1202;BAT-2023-1202;2024-03-25;2024-04-23;2024-05-22;239;239;TERMINE
OF-2024-1203;CMD-2024-1203;BAT-2024-1203;2025-09-23;2025-10-17;2025-12-20;514;0;TERMINE
OF-2026-1204;CMD-2025-1204;BAT-2026-1204;2023-05-07;2023-05-25;2023-07-19;444;444;TERMINE
OF-2024-1205;CMD-2023-1205;BAT-2024-1205;2023-07-08;2023-07-17;2023-08-23;298;298;TERMINE
OF-2023-1206;CMD-2024-1206;BAT-2023-1206;2023-07-12;2023-07-25;2023-08-10;128;128;TERMINE
OF-2025-1207;CMD-2023-1207;BAT-2025-1207;2024-04-09;2024-05-07;2024-06-14;310;310;TERMINE
OF-2023-1208;CMD-2025-1208;BAT-2023-1208;2025-11-23;2025-12-08;2025-12-20;102;95;EN_COURS
OF-2025-1209;CMD-2023-1209;BAT-2025-1209;2025-07-11;2025-07-31;2025-09-25;453;209;EN_COURS
OF-2025-1210;CMD-2025-1210;BAT-2025-1210;2023-05-01;2023-05-31;2023-08-09;562;562;TERMINE
OF-2025-1211;CMD-2023-1211;BAT-2025-1211;2024-05-28;2024-06-22;2024-07-15;186;186;TERMINE
OF-2024-1212;CMD-2025-1212;BAT-2024-1212;2025-07-07;2025-08-04;2025-09-04;250;231;EN_COURS
OF-2024-1213;CMD-2024-1213;BAT-2024-1213;2023-11-14;2023-12-10;2024-01-28;393;393;TERMINE
OF-2024-1214;CMD-2025-1214;BAT-2024-1214;2024-02-13;2024-03-02;2024-04-08;299;299;TERMINE
OF-2023-1215;CMD-2023-1215;BAT-2023-1215;2022-08-13;2022-09-05;2022-09-27;179;179;TERMINE
OF-2023-1216;CMD-2023-1216;BAT-2023-1216;2025-11-08;2025-11-25;2025-12-23;227;0;PLANIFIE
OF-2023-1217;CMD-2024-1217;BAT-2023-1217;2025-11-14;2025-12-09;2026-01-15;301;0;TERMINE
OF-2024-1218;CMD-2024-1218;BAT-2024-1218;2024-10-14;2024-10-23;2024-12-05;346;346;TERMINE
OF-2024-1219;CMD-2025-1219;BAT-2024-1219;2023-05-13;2023-05-30;2023-07-13;353;353;TERMINE
OF-2025-1220;CMD-2025-1220;BAT-2025-1220;2022-01-24;2022-02-06;2022-02-16;81;81;TERMINE
OF-2023-1221;CMD-2024-1221;BAT-2023-1221;2025-03-19;2025-03-26;2025-05-28;511;511;TERMINE
OF-2024-1222;CMD-2024-1222;BAT-2024-1222;2025-05-21;2025-06-08;2025-06-18;82;0;TERMINE
OF-2024-1223;CMD-2025-1223;BAT-2024-1223;2022-07-12;2022-08-03;2022-08-31;230;230;TERMINE
OF-2023-1224;CMD-2025-1224;BAT-2023-1224;2024-10-23;2024-11-11;2024-12-19;307;307;TERMINE
OF-2025-1225;CMD-2025-1225;BAT-2025-1225;2024-03-31;2024-04-15;2024-06-18;519;519;TERMINE
OF-2024-1226;CMD-2023-1226;BAT-2024-1226;2025-06-01;2025-06-29;2025-07-11;100;0;TERMINE
OF-2023-1227;CMD-2026-1227;BAT-2023-1227;2025-03-02;2025-04-01;2025-06-12;578;0;PLANIFIE
OF-2026-1228;CMD-2024-1228;BAT-2026-1228;2025-10-30;2025-11-07;2025-12-02;206;0;PLANIFIE
OF-2024-1229;CMD-2026-1229;BAT-2024-1229;2024-03-24;2024-04-17;2024-05-15;225;225;TERMINE
OF-2025-1230;CMD-2026-1230;BAT-2025-1230;2023-05-21;2023-05-30;2023-07-10;334;334;TERMINE
OF-2024-1231;CMD-2024-1231;BAT-2024-1231;2022-12-23;2023-01-02;2023-03-07;513;513;TERMINE
OF-2023-1232;CMD-2024-1232;BAT-2023-1232;2022-10-17;2022-11-12;2022-12-21;317;317;TERMINE
OF-2024-1233;CMD-2025-1233;BAT-2024-1233;2023-01-29;2023-02-26;2023-03-18;164;164;TERMINE
OF-2023-1234;CMD-2024-1234;BAT-2023-1234;2024-09-10;2024-09-26;2024-11-18;426;426;TERMINE
OF-2023-1235;CMD-2025-1235;BAT-2023-1235;2022-11-30;2022-12-30;2023-01-19;163;163;TERMINE
OF-2023-1236;CMD-2024-1236;BAT-2023-1236;2025-03-16;2025-04-02;2025-05-29;456;456;TERMINE
OF-2026-1237;CMD-2023-1237;BAT-2026-1237;2022-07-24;2022-08-15;2022-10-27;584;584;TERMINE
OF-2026-1238;CMD-2026-1238;BAT-2026-1238;2022-04-27;2022-05-22;2022-07-09;390;390;TERMINE
OF-2023-1239;CMD-2024-1239;BAT-2023-1239;2023-11-07;2023-11-16;2024-01-15;481;481;TERMINE
OF-2025-1240;CMD-2024-1240;BAT-2025-1240;2023-03-04;2023-03-18;2023-05-24;538;538;TERMINE
OF-2025-1241;CMD-2023-1241;BAT-2025-1241;2024-07-25;2024-08-15;2024-10-19;526;526;TERMINE
OF-2026-1242;CMD-2024-1242;BAT-2026-1242;2025-10-17;2025-11-13;2025-12-22;318;0;PLANIFIE
OF-2025-1243;CMD-2024-1243;BAT-2025-1243;2026-01-19;2026-02-18;2026-04-26;542;521;EN_COURS
OF-2023-1244;CMD-2025-1244;BAT-2023-1244;2023-09-11;2023-10-05;2023-11-19;367;367;TERMINE
OF-2024-1245;CMD-2023-1245;BAT-2024-1245;2022-08-28;2022-09-21;2022-10-12;174;174;TERMINE
OF-2023-1246;CMD-2023-1246;BAT-2023-1246;2024-07-20;2024-08-15;2024-10-10;448;448;TERMINE
OF-2026-1247;CMD-2023-1247;BAT-2026-1247;2025-03-25;2025-04-16;2025-06-15;481;461;EN_COURS
OF-2026-1248;CMD-2023-1248;BAT-2026-1248;2022-11-07;2022-11-19;2023-01-17;476;476;TERMINE
OF-2024-1249;CMD-2023-1249;BAT-2024-1249;2025-04-02;2025-04-09;2025-06-22;599;399;EN_COURS
OF-2025-1250;CMD-2023-1250;BAT-2025-1250;2026-01-21;2026-02-15;2026-03-20;266;0;TERMINE
OF-2026-1251;CMD-2023-1251;BAT-2026-1251;2022-03-11;2022-04-06;2022-06-11;533;533;TERMINE
OF-2024-1252;CMD-2025-1252;BAT-2024-1252;2025-03-12;2025-04-06;2025-06-07;496;202;EN_COURS
OF-2026-1253;CMD-2024-1253;BAT-2026-1253;2022-05-23;2022-06-20;2022-07-10;167;167;TERMINE
OF-2025-1254;CMD-2026-1254;BAT-2025-1254;2022-12-20;2023-01-01;2023-01-15;113;113;TERMINE
OF-2024-1255;CMD-2026-1255;BAT-2024-1255;2025-11-02;2025-11-16;2025-12-02;133;37;EN_COURS
OF-2025-1256;CMD-2024-1256;BAT-2025-1256;2025-12-21;2025-12-28;2026-02-24;466;372;EN_COURS
OF-2024-1257;CMD-2025-1257;BAT-2024-1257;2023-01-26;2023-02-12;2023-04-19;528;528;TERMINE
OF-2025-1258;CMD-2024-1258;BAT-2025-1258;2023-05-12;2023-06-03;2023-06-19;129;129;TERMINE
OF-2025-1259;CMD-2025-1259;BAT-2025-1259;2023-08-12;2023-09-05;2023-11-15;570;570;TERMINE
OF-2023-1260;CMD-2024-1260;BAT-2023-1260;2023-06-09;2023-06-21;2023-08-16;450;450;TERMINE
OF-2024-1261;CMD-2023-1261;BAT-2024-1261;2024-06-28;2024-07-18;2024-09-04;389;389;TERMINE
OF-2025-1262;CMD-2024-1262;BAT-2025-1262;2025-02-01;2025-02-24;2025-05-02;537;537;TERMINE
OF-2024-1263;CMD-2024-1263;BAT-2024-1263;2022-12-12;2022-12-22;2023-02-01;335;335;TERMINE
OF-2025-1264;CMD-2024-1264;BAT-2025-1264;2025-02-21;2025-03-12;2025-05-14;504;504;TERMINE
OF-2026-1265;CMD-2025-1265;BAT-2026-1265;2025-03-04;2025-03-27;2025-06-06;575;541;EN_COURS
OF-2024-1266;CMD-2024-1266;BAT-2024-1266;2023-09-27;2023-10-22;2023-12-17;450;450;TERMINE
OF-2024-1267;CMD-2025-1267;BAT-2024-1267;2022-08-24;2022-09-13;2022-09-24;88;88;TERMINE
OF-2023-1268;CMD-2024-1268;BAT-2023-1268;2022-02-09;2022-02-26;2022-03-18;160;160;TERMINE
OF-2023-1269;CMD-2024-1269;BAT-2023-1269;2022-10-29;2022-11-26;2022-12-26;243;243;TERMINE
OF-2024-1270;CMD-2025-1270;BAT-2024-1270;2022-05-17;2022-06-05;2022-07-20;362;362;TERMINE
OF-2024-1271;CMD-2024-1271;BAT-2024-1271;2024-04-11;2024-05-01;2024-05-27;214;214;TERMINE
OF-2026-1272;CMD-2026-1272;BAT-2026-1272;2023-06-02;2023-06-17;2023-07-18;254;254;TERMINE
OF-2025-1273;CMD-2024-1273;BAT-2025-1273;2023-08-22;2023-09-21;2023-10-25;273;273;TERMINE
OF-2024-1274;CMD-2026-1274;BAT-2024-1274;2025-11-11;2025-12-05;2026-01-11;301;0;TERMINE
OF-2023-1275;CMD-2024-1275;BAT-2023-1275;2023-06-16;2023-07-03;2023-09-08;536;536;TERMINE
OF-2025-1276;CMD-2025-1276;BAT-2025-1276;2024-10-21;2024-11-19;2024-12-11;182;182;TERMINE
OF-2025-1277;CMD-2023-1277;BAT-2025-1277;2024-10-13;2024-11-08;2025-01-18;574;574;TERMINE
OF-2023-1278;CMD-2025-1278;BAT-2023-1278;2025-02-25;2025-03-08;2025-05-02;441;441;TERMINE
OF-2024-1279;CMD-2024-1279;BAT-2024-1279;2025-03-24;2025-04-20;2025-05-25;282;282;TERMINE
OF-2025-1280;CMD-2025-1280;BAT-2025-1280;2023-10-23;2023-11-02;2023-11-21;159;159;TERMINE
OF-2024-1281;CMD-2023-1281;BAT-2024-1281;2022-02-09;2022-03-02;2022-04-23;422;422;TERMINE
OF-2024-1282;CMD-2024-1282;BAT-2024-1282;2023-09-05;2023-09-29;2023-12-07;558;558;TERMINE
OF-2024-1283;CMD-2023-1283;BAT-2024-1283;2025-11-20;2025-11-29;2025-12-31;262;177;EN_COURS
OF-2025-1284;CMD-2025-1284;BAT-2025-1284;2025-12-21;2026-01-11;2026-03-23;571;274;EN_COURS
OF-2024-1285;CMD-2026-1285;BAT-2024-1285;2025-06-29;2025-07-20;2025-10-01;587;395;EN_COURS
OF-2024-1286;CMD-2025-1286;BAT-2024-1286;2023-04-02;2023-04-25;2023-05-10;124;124;TERMINE
OF-2024-1287;CMD-2024-1287;BAT-2024-1287;2023-07-08;2023-08-01;2023-08-13;99;99;TERMINE
OF-2023-1288;CMD-2026-1288;BAT-2023-1288;2026-01-16;2026-01-24;2026-03-11;373;0;PLANIFIE
OF-2024-1289;CMD-2025-1289;BAT-2024-1289;2024-09-05;2024-09-25;2024-10-21;210;210;TERMINE
OF-2024-1290;CMD-2024-1290;BAT-2024-1290;2022-09-15;2022-10-03;2022-11-15;347;347;TERMINE
OF-2023-1291;CMD-2024-1291;BAT-2023-1291;2026-01-10;2026-01-25;2026-02-11;140;0;PLANIFIE
OF-2023-1292;CMD-2024-1292;BAT-2023-1292;2024-07-31;2024-08-12;2024-09-14;266;266;TERMINE
OF-2025-1293;CMD-2024-1293;BAT-2025-1293;2025-03-16;2025-03-23;2025-04-03;91;91;TERMINE
OF-2025-1294;CMD-2025-1294;BAT-2025-1294;2025-06-04;2025-06-27;2025-08-10;359;0;TERMINE
OF-2025-1295;CMD-2023-1295;BAT-2025-1295;2025-06-16;2025-07-06;2025-09-07;505;0;TERMINE
OF-2023-1296;CMD-2023-1296;BAT-2023-1296;2022-12-12;2022-12-24;2023-02-27;521;521;TERMINE
OF-2023-1297;CMD-2025-1297;BAT-2023-1297;2022-03-29;2022-04-28;2022-06-02;287;287;TERMINE
OF-2023-1298;CMD-2026-1298;BAT-2023-1298;2024-06-04;2024-06-20;2024-08-27;544;544;TERMINE
OF-2024-1299;CMD-2023-1299;BAT-2024-1299;2024-07-13;2024-08-05;2024-10-16;580;580;TERMINE
OF-2023-1300;CMD-2023-1300;BAT-2023-1300;2026-01-03;2026-01-19;2026-02-20;260;41;EN_COURS
OF-2023-1301;CMD-2023-1301;BAT-2023-1301;2024-06-05;2024-06-26;2024-08-21;452;452;TERMINE
OF-2025-1302;CMD-2025-1302;BAT-2025-1302;2025-04-18;2025-04-25;2025-06-09;363;118;EN_COURS
OF-2024-1303;CMD-2024-1303;BAT-2024-1303;2024-11-17;2024-12-09;2025-01-16;307;307;TERMINE
OF-2024-1304;CMD-2025-1304;BAT-2024-1304;2023-05-20;2023-05-27;2023-08-06;572;572;TERMINE
OF-2023-1305;CMD-2025-1305;BAT-2023-1305;2023-01-06;2023-01-20;2023-03-25;513;513;TERMINE
OF-2024-1306;CMD-2024-1306;BAT-2024-1306;2022-02-14;2022-03-13;2022-05-09;463;463;TERMINE
OF-2023-1307;CMD-2023-1307;BAT-2023-1307;2023-10-26;2023-11-04;2024-01-04;489;489;TERMINE
OF-2023-1308;CMD-2023-1308;BAT-2023-1308;2024-01-19;2024-02-06;2024-03-28;412;412;TERMINE
OF-2023-1309;CMD-2024-1309;BAT-2023-1309;2023-07-14;2023-07-25;2023-08-23;235;235;TERMINE
OF-2024-1310;CMD-2026-1310;BAT-2024-1310;2024-01-31;2024-02-18;2024-03-10;169;169;TERMINE
OF-2026-1311;CMD-2024-1311;BAT-2026-1311;2024-11-24;2024-12-03;2024-12-24;173;173;TERMINE
OF-2025-1312;CMD-2025-1312;BAT-2025-1312;2026-01-05;2026-02-04;2026-03-14;308;140;EN_COURS
OF-2026-1313;CMD-2023-1313;BAT-2026-1313;2022-08-14;2022-08-31;2022-11-12;589;589;TERMINE
OF-2024-1314;CMD-2024-1314;BAT-2024-1314;2022-12-22;2023-01-14;2023-02-09;214;214;TERMINE
OF-2023-1315;CMD-2025-1315;BAT-2023-1315;2025-10-06;2025-11-03;2025-12-29;453;0;TERMINE
OF-2025-1316;CMD-2023-1316;BAT-2025-1316;2022-05-30;2022-06-16;2022-07-01;122;122;TERMINE
OF-2025-1317;CMD-2023-1317;BAT-2025-1317;2025-09-29;2025-10-26;2025-12-28;510;0;TERMINE
OF-2025-1318;CMD-2024-1318;BAT-2025-1318;2022-02-19;2022-03-14;2022-03-29;123;123;TERMINE
OF-2023-1319;CMD-2025-1319;BAT-2023-1319;2022-04-13;2022-05-13;2022-06-19;301;301;TERMINE
OF-2023-1320;CMD-2025-1320;BAT-2023-1320;2023-07-30;2023-08-18;2023-09-11;197;197;TERMINE
OF-2026-1321;CMD-2026-1321;BAT-2026-1321;2025-12-20;2026-01-13;2026-03-09;440;0;PLANIFIE
OF-2023-1322;CMD-2025-1322;BAT-2023-1322;2023-12-19;2024-01-15;2024-01-29;116;116;TERMINE
OF-2024-1323;CMD-2023-1323;BAT-2024-1323;2024-02-18;2024-03-11;2024-04-12;260;260;TERMINE
OF-2023-1324;CMD-2024-1324;BAT-2023-1324;2026-01-22;2026-02-18;2026-03-14;194;124;EN_COURS
OF-2025-1325;CMD-2023-1325;BAT-2025-1325;2023-08-03;2023-08-10;2023-10-18;557;557;TERMINE
OF-2023-1326;CMD-2025-1326;BAT-2023-1326;2024-03-30;2024-04-25;2024-06-30;534;534;TERMINE
OF-2026-1327;CMD-2025-1327;BAT-2026-1327;2022-06-12;2022-06-27;2022-08-25;476;476;TERMINE
OF-2025-1328;CMD-2025-1328;BAT-2025-1328;2024-07-09;2024-07-27;2024-08-14;150;150;TERMINE
OF-2025-1329;CMD-2023-1329;BAT-2025-1329;2022-04-04;2022-04-22;2022-06-17;454;454;TERMINE
OF-2023-1330;CMD-2024-1330;BAT-2023-1330;2025-07-05;2025-08-01;2025-10-06;529;160;EN_COURS
OF-2025-1331;CMD-2025-1331;BAT-2025-1331;2024-05-27;2024-06-13;2024-07-20;299;299;TERMINE
OF-2023-1332;CMD-2024-1332;BAT-2023-1332;2024-02-15;2024-03-08;2024-05-18;572;572;TERMINE
OF-2026-1333;CMD-2023-1333;BAT-2026-1333;2025-10-10;2025-10-21;2025-11-01;92;0;PLANIFIE
OF-2024-1334;CMD-2023-1334;BAT-2024-1334;2023-11-22;2023-12-09;2023-12-22;104;104;TERMINE
OF-2023-1335;CMD-2024-1335;BAT-2023-1335;2025-09-25;2025-10-20;2025-11-25;293;0;TERMINE
OF-2024-1336;CMD-2023-1336;BAT-2024-1336;2024-02-13;2024-02-23;2024-04-23;481;481;TERMINE
OF-2024-1337;CMD-2025-1337;BAT-2024-1337;2024-12-13;2024-12-27;2025-01-13;140;140;TERMINE
OF-2024-1338;CMD-2024-1338;BAT-2024-1338;2025-06-20;2025-07-04;2025-07-16;98;0;TERMINE
OF-2025-1339;CMD-2024-1339;BAT-2025-1339;2023-10-06;2023-10-21;2023-12-22;503;503;TERMINE
OF-2025-1340;CMD-2025-1340;BAT-2025-1340;2022-11-18;2022-11-29;2023-01-21;424;424;TERMINE
OF-2024-1341;CMD-2025-1341;BAT-2024-1341;2023-05-27;2023-06-04;2023-06-30;212;212;TERMINE
OF-2026-1342;CMD-2024-1342;BAT-2026-1342;2022-07-29;2022-08-10;2022-10-05;448;448;TERMINE
OF-2023-1343;CMD-2023-1343;BAT-2023-1343;2024-11-23;2024-12-20;2025-01-20;249;249;TERMINE
OF-2024-1344;CMD-2025-1344;BAT-2024-1344;2023-03-22;2023-04-16;2023-05-12;210;210;TERMINE
OF-2023-1345;CMD-2023-1345;BAT-2023-1345;2025-04-10;2025-05-04;2025-07-01;470;223;EN_COURS
OF-2024-1346;CMD-2023-1346;BAT-2024-1346;2023-09-13;2023-09-29;2023-10-28;239;239;TERMINE
OF-2024-1347;CMD-2025-1347;BAT-2024-1347;2023-05-30;2023-06-23;2023-08-22;482;482;TERMINE
OF-2024-1348;CMD-2024-1348;BAT-2024-1348;2024-01-22;2024-01-30;2024-03-08;311;311;TERMINE
OF-2023-1349;CMD-2023-1349;BAT-2023-1349;2025-11-25;2025-12-06;2026-02-02;469;0;TERMINE
OF-2024-1350;CMD-2024-1350;BAT-2024-1350;2025-10-03;2025-10-28;2025-12-29;498;0;PLANIFIE
OF-2023-1351;CMD-2025-1351;BAT-2023-1351;2022-07-28;2022-08-22;2022-09-17;208;208;TERMINE
OF-2024-1352;CMD-2026-1352;BAT-2024-1352;2026-01-27;2026-02-18;2026-04-21;499;158;EN_COURS
OF-2024-1353;CMD-2024-1353;BAT-2024-1353;2022-05-23;2022-06-15;2022-07-08;186;186;TERMINE
OF-2023-1354;CMD-2026-1354;BAT-2023-1354;2023-12-02;2023-12-11;2024-01-19;317;317;TERMINE
OF-2024-1355;CMD-2025-1355;BAT-2024-1355;2023-10-01;2023-10-22;2023-11-05;119;119;TERMINE
OF-2025-1356;CMD-2023-1356;BAT-2025-1356;2024-07-17;2024-07-27;2024-09-12;383;383;TERMINE
OF-2025-1357;CMD-2025-1357;BAT-2025-1357;2024-03-09;2024-03-24;2024-05-13;402;402;TERMINE
OF-2026-1358;CMD-2026-1358;BAT-2026-1358;2025-05-13;2025-05-28;2025-06-13;135;0;TERMINE
OF-2026-1359;CMD-2023-1359;BAT-2026-1359;2023-06-28;2023-07-13;2023-09-18;540;540;TERMINE
OF-2025-1360;CMD-2024-1360;BAT-2025-1360;2025-06-13;2025-06-29;2025-07-20;171;113;EN_COURS
OF-2023-1361;CMD-2025-1361;BAT-2023-1361;2023-04-05;2023-04-17;2023-06-20;516;516;TERMINE
OF-2025-1362;CMD-2025-1362;BAT-2025-1362;2024-09-28;2024-10-17;2024-11-26;327;327;TERMINE
OF-2025-1363;CMD-2024-1363;BAT-2025-1363;2023-08-28;2023-09-17;2023-10-09;176;176;TERMINE
OF-2023-1364;CMD-2024-1364;BAT-2023-1364;2023-07-30;2023-08-20;2023-10-06;377;377;TERMINE
OF-2024-1365;CMD-2023-1365;BAT-2024-1365;2024-11-07;2024-11-22;2024-12-10;151;151;TERMINE
OF-2023-1366;CMD-2025-1366;BAT-2023-1366;2024-07-22;2024-08-12;2024-08-22;84;84;TERMINE
OF-2026-1367;CMD-2024-1367;BAT-2026-1367;2023-10-04;2023-10-29;2023-12-17;397;397;TERMINE
OF-2023-1368;CMD-2025-1368;BAT-2023-1368;2024-06-24;2024-07-04;2024-09-06;513;513;TERMINE
OF-2024-1369;CMD-2024-1369;BAT-2024-1369;2023-08-10;2023-08-26;2023-09-16;168;168;TERMINE
OF-2024-1370;CMD-2025-1370;BAT-2024-1370;2025-09-25;2025-10-23;2025-12-10;390;0;TERMINE
OF-2024-1371;CMD-2026-1371;BAT-2024-1371;2023-04-14;2023-05-09;2023-06-01;191;191;TERMINE
OF-2024-1372;CMD-2026-1372;BAT-2024-1372;2022-01-03;2022-01-11;2022-03-01;398;398;TERMINE
OF-2025-1373;CMD-2023-1373;BAT-2025-1373;2026-01-09;2026-01-19;2026-03-31;569;0;TERMINE
OF-2024-1374;CMD-2024-1374;BAT-2024-1374;2024-05-25;2024-06-23;2024-07-22;238;238;TERMINE
OF-2025-1375;CMD-2023-1375;BAT-2025-1375;2024-12-13;2025-01-01;2025-02-22;417;417;TERMINE
OF-2026-1376;CMD-2024-1376;BAT-2026-1376;2025-09-21;2025-09-30;2025-11-12;347;0;PLANIFIE
OF-2023-1377;CMD-2026-1377;BAT-2023-1377;2024-09-13;2024-10-09;2024-12-07;479;479;TERMINE
OF-2023-1378;CMD-2024-1378;BAT-2023-1378;2024-09-05;2024-09-19;2024-11-08;407;407;TERMINE
OF-2025-1379;CMD-2023-1379;BAT-2025-1379;2022-02-20;2022-03-11;2022-04-14;272;272;TERMINE
OF-2026-1380;CMD-2023-1380;BAT-2026-1380;2022-02-01;2022-02-11;2022-03-30;383;383;TERMINE
OF-2024-1381;CMD-2023-1381;BAT-2024-1381;2023-05-29;2023-06-26;2023-07-22;215;215;TERMINE
OF-2025-1382;CMD-2025-1382;BAT-2025-1382;2025-04-09;2025-04-20;2025-06-15;450;74;EN_COURS
OF-2023-1383;CMD-2023-1383;BAT-2023-1383;2025-06-26;2025-07-08;2025-09-05;478;0;PLANIFIE
OF-2023-1384;CMD-2025-1384;BAT-2023-1384;2025-09-28;2025-10-28;2025-11-14;136;0;PLANIFIE
OF-2026-1385;CMD-2024-1385;BAT-2026-1385;2023-01-30;2023-02-23;2023-04-07;344;344;TERMINE
